id,SalePrice
1461,120129.31638285189
1462,153008.7893127486
1463,181999.67177216802
1464,195952.28499780258
1465,197477.8125872035
1466,171222.8437366318
1467,178212.01779580905
1468,161123.61215957563
1469,193898.47881496925
1470,119925.60478980588
1471,189952.6745718328
1472,97385.92416901977
1473,96173.5186735017
1474,146413.76269308914
1475,113408.51351352438
1476,363558.84194004466
1477,250762.12819425573
1478,294599.1815289552
1479,299293.44565708295
1480,474977.5880362875
1481,325368.5976020468
1482,210850.56526419712
1483,177057.7207100431
1484,162710.84512153693
1485,191473.76554705817
1486,193107.96177746542
1487,339866.0295461026
1488,238341.3353204839
1489,193749.616017526
1490,231349.0620407488
1491,195044.0702841488
1492,92756.67611514177
1493,189749.58843921227
1494,299951.3792833907
1495,293285.5911212206
1496,235702.1576615435
1497,179388.32508260943
1498,167787.27829460736
1499,162374.42494970985
1500,152697.77495439677
1501,174507.69277533906
1502,145503.650621222
1503,290290.2230337347
1504,242519.0337992157
1505,225593.9751779169
1506,188193.22519878772
1507,245834.5514780434
1508,202873.92776776484
1509,163898.0977788804
1510,143480.39546743763
1511,148092.6730057101
1512,175334.36311484524
1513,152363.35065623047
1514,155109.81990672904
1515,197374.40600365406
1516,157898.1108176084
1517,168347.7479253745
1518,132466.496844432
1519,209170.4308041955
1520,127540.30850578842
1521,130083.47515553536
1522,178496.1397739455
1523,110130.51159133464
1524,125686.44701638765
1525,120266.19747097132
1526,113488.37444080878
1527,107566.1745008582
1528,137378.3893469948
1529,149722.56499002723
1530,184338.36270192487
1531,105988.75185360076
1532,98505.57943429326
1533,142816.38267748768
1534,127215.27170736801
1535,147673.90202250797
1536,106379.1156371906
1537,64977.58596862494
1538,147236.97205496213
1539,191933.55837510532
1540,94263.45850341617
1541,138707.1051419694
1542,139649.24986487295
1543,189700.53751999213
1544,85068.00848133801
1545,115257.94054333349
1546,135137.9128230153
1547,127884.20576731034
1548,138708.24355731037
1549,119838.49286651268
1550,135618.02321826073
1551,108884.99981547272
1552,136390.98109602084
1553,148289.80774366978
1554,116891.82272110388
1555,160376.90131114103
1556,85485.17170699117
1557,105780.72011395848
1558,97580.45125685347
1559,63552.7680269233
1560,134335.23100407352
1561,129372.72588983337
1562,130057.34828423712
1563,117918.55506134818
1564,155071.55198099776
1565,150955.34079507223
1566,237772.53074719827
1567,76404.0750295784
1568,230818.44131562498
1569,127780.26853477267
1570,139167.54640386655
1571,123248.06659908082
1572,142090.06900251668
1573,236848.71671764113
1574,118411.16056848996
1575,228294.7333937118
1576,241692.83937702083
1577,182201.759648107
1578,148720.33335049916
1579,144283.67460411982
1580,196843.9280176807
1581,153037.51734319574
1582,125687.59815299758
1583,295888.95713129675
1584,216154.1458681093
1585,136126.5245419615
1586,67143.73313938858
1587,104989.71874882642
1588,151179.16829745087
1589,96656.21648976799
1590,133891.40280903337
1591,92120.87031055172
1592,114189.88906279957
1593,127669.24235410168
1594,123646.9654616614
1595,107500.49085079675
1596,222575.4363111559
1597,193546.939659149
1598,227982.70331666223
1599,172656.03043455433
1600,162810.3634734949
1601,68670.57817887756
1602,117135.40853671759
1603,71358.15862846214
1604,260213.98917750406
1605,243774.23195768538
1606,168701.8701135877
1607,173316.5115734689
1608,214614.04136398603
1609,185339.24789518543
1610,150446.69880184537
1611,138184.7248064833
1612,170111.59149848693
1613,161412.0306866152
1614,128011.21692279405
1615,93618.25419454853
1616,77864.51966472293
1617,95346.84585714215
1618,124769.08143316275
1619,140093.27093942062
1620,152267.5507211408
1621,138619.2405802832
1622,141655.7119443922
1623,261268.10001323366
1624,209360.63951990465
1625,120859.60722550016
1626,170452.59591000894
1627,190582.2089344493
1628,280021.0948513822
1629,184313.18863868673
1630,345037.4836673678
1631,230402.01030487745
1632,244459.26090129744
1633,174440.99603746395
1634,185156.2667620114
1635,176706.7483973534
1636,152578.34298140116
1637,199100.65915828626
1638,181426.71434846768
1639,190515.90016539735
1640,250882.9260563159
1641,183790.88245750172
1642,237825.81060509427
1643,216168.7404317164
1644,232651.6892808583
1645,196243.4430148259
1646,158437.26408653505
1647,162485.12081302618
1648,130092.84903816262
1649,138945.26242839944
1650,114357.9575302981
1651,120810.88854121086
1652,97580.9697134851
1653,99581.92010610177
1654,145872.1130276923
1655,138767.47796651215
1656,140735.73760323366
1657,147519.4876432962
1658,142980.1756604121
1659,119989.18953571939
1660,155445.67532750257
1661,419298.37808866455
1662,409959.9144741662
1663,380156.82259417407
1664,405317.02672523586
1665,304524.61387810117
1666,332727.8941430027
1667,378054.0636870631
1668,345331.79980074166
1669,314023.7219150114
1670,355979.7686123747
1671,257720.50613236387
1672,422106.3356116998
1673,290130.6274637994
1674,241744.7427118794
1675,191549.8467384341
1676,190618.29457446243
1677,217118.71217511428
1678,438373.25671008136
1679,384877.2593287705
1680,328430.4683194675
1681,251804.62614685172
1682,320551.60902982973
1683,180758.2039782271
1684,177031.50592298622
1685,175707.87662411158
1686,167858.3650696046
1687,174089.09740325197
1688,189156.21200399025
1689,196666.0457318039
1690,199987.60520210656
1691,186979.36199113564
1692,270939.6995971971
1693,170797.60703902564
1694,184650.3151745898
1695,169535.5477065146
1696,273139.2216325048
1697,174714.30275650596
1698,356328.72433607414
1699,310821.1582890928
1700,250690.61080841802
1701,275275.67958586855
1702,239339.33293508244
1703,242622.78779001447
1704,274618.4615428613
1705,240254.66339821563
1706,351918.580749193
1707,213224.02152519688
1708,200166.59954659463
1709,272020.63809084444
1710,217809.30685683843
1711,271321.57657968486
1712,257725.56128323922
1713,275776.8371581795
1714,221973.37273980887
1715,208302.16197649724
1716,184707.92577077198
1717,178302.8199177091
1718,136842.96535761468
1719,208628.43516659676
1720,245426.44968563493
1721,166354.54316873226
1722,127172.56833180528
1723,155390.5140189213
1724,204903.54440444306
1725,236352.28254240216
1726,184387.77245498297
1727,150056.67678077635
1728,177684.5953840232
1729,167523.24023902926
1730,159384.82491728713
1731,121720.45748995735
1732,125576.70481500441
1733,114362.11069859349
1734,120517.87605578027
1735,126408.56764194198
1736,109538.31064061874
1737,300625.92048268043
1738,245427.96449658216
1739,244841.06712087488
1740,205655.0916807821
1741,186161.1465670503
1742,172304.68028312497
1743,179672.39926582115
1744,309047.71604959585
1745,218225.3143865934
1746,187923.06668821923
1747,216429.65398499547
1748,216340.4623839525
1749,143793.19792019943
1750,125301.15376914339
1751,250193.21388979672
1752,116708.23870390073
1753,150776.62439944263
1754,197324.75758786293
1755,163244.16043084324
1756,125232.66187288889
1757,120874.88124315944
1758,146173.97528410942
1759,162914.81203525094
1760,165864.95298613625
1761,145371.6529713738
1762,178226.2662322378
1763,186586.11649935058
1764,114040.70035471817
1765,162901.81242841476
1766,189156.9761116738
1767,221057.2497017573
1768,141194.68303192983
1769,176359.48874077672
1770,152452.1353226006
1771,126120.35287707653
1772,129969.54891021093
1773,128605.43269347986
1774,140659.81178722426
1775,141933.40904825088
1776,129414.16546693043
1777,108882.85940210527
1778,138695.80415989977
1779,117226.30276048474
1780,181779.59824793355
1781,127000.8222780588
1782,87811.84788070578
1783,141429.50048144767
1784,106688.60200391016
1785,124913.91233491992
1786,143039.198942756
1787,166335.06235727656
1788,59761.77589083454
1789,100343.99352158888
1790,77853.7239398896
1791,179312.7691418204
1792,157557.8324752591
1793,129183.10929525136
1794,154077.2530573655
1795,133174.70342407894
1796,132423.87430412415
1797,114687.08890915605
1798,121971.41685215123
1799,110452.77829457328
1800,133045.82080612742
1801,125280.16568998339
1802,145466.32038541883
1803,149797.1167786311
1804,136516.8040139631
1805,137478.21366620963
1806,123426.72313716784
1807,138741.03574987166
1808,127472.42288257502
1809,122748.9311293068
1810,140455.0106179376
1811,94718.00782550311
1812,97154.81147305803
1813,122499.15227032032
1814,95240.16381587657
1815,53868.599043833536
1816,97675.23535010073
1817,104381.68655252717
1818,140412.1607589688
1819,126472.41959421727
1820,50723.17972031214
1821,118130.73015177315
1822,151309.16944359252
1823,43011.87633476216
1824,129940.5261529249
1825,138362.73865588754
1826,103623.09789133005
1827,102392.71189761959
1828,136571.75383607968
1829,126078.70868938221
